company.founded,demographics.age,demographics.gender,location.citizenship,location.region,wealth.how.industry,wealth.how.inherited
1996,62,male,China,East Asia,"Retail, Restaurant",not inherited
2005,35,male,United States,North America,Technology-Computer,not inherited
1986,61,male,United States,North America,"Retail, Restaurant",not inherited
1992,59,male,China,East Asia,Real Estate,not inherited
1998,70,male,Hong Kong,East Asia,Technology-Medical,not inherited
1955,84,male,Malaysia,East Asia,Constrution,not inherited
1955,83,male,United States,North America,Media,not inherited
1670,62,female,United States,North America,Non-consumer industrial,spouse/widow
1903,0,female,United Kingdom,Europe,"Retail, Restaurant",not inherited
1974,50,male,Spain,Europe,Mining and metals,not inherited
1921,42,male,Russia,Europe,Hedge funds,not inherited
1972,70,male,Brazil,Latin America,Real Estate,not inherited
1955,46,male,Mexico,Latin America,Media,father
1955,74,male,Austria,Europe,Other,father
1922,74,male,United States,North America,Money Management,father
1985,61,male,China,East Asia,Consumer,not inherited
1984,69,male,Singapore,East Asia,Technology-Computer,not inherited
1889,73,female,Chile,Latin America,"Retail, Restaurant",4th generation
1995,55,male,United States,North America,Media,not inherited
1917,60,male,Germany,Europe,Non-consumer industrial,3rd generation
1993,44,male,China,East Asia,Technology-Computer,not inherited
1994,72,male,Hong Kong,East Asia,Consumer,not inherited
1903,0,male,United Kingdom,Europe,"Retail, Restaurant",not inherited
1981,59,male,United States,North America,Technology-Medical,not inherited
1986,69,male,United States,North America,Real Estate,not inherited
1999,34,male,United States,North America,Technology-Computer,not inherited
1985,64,male,China,East Asia,Consumer,not inherited
1997,60,male,Sweden,Europe,Energy,not inherited
1986,69,male,United States,North America,Real Estate,not inherited
1999,62,male,Russia,Europe,Mining and metals,not inherited
1993,62,male,Russia,Europe,Energy,not inherited
1988,49,male,Japan,East Asia,Media,not inherited
1930,0,male,United Arab Emirates,Middle East/North Africa,"Retail, Restaurant",father
1974,52,male,Greece,Europe,Mining and metals,not inherited
1959,75,male,Portugal,Europe,"Retail, Restaurant",not inherited
1920,58,male,Chile,Latin America,Consumer,father
1969,57,male,Germany,Europe,"Retail, Restaurant",not inherited
1989,50,male,United Kingdom,Europe,Consumer,not inherited
1958,53,male,South Korea,East Asia,Consumer,father
1975,67,male,United Kingdom,Europe,Media,not inherited
1969,49,male,United States,North America,"Retail, Restaurant",father
1996,40,male,Israel,Middle East/North Africa,Mining and metals,not inherited
1998,62,male,Canada,North America,Technology-Computer,not inherited
1988,68,male,Peru,Latin America,Consumer,not inherited
1920,68,male,Chile,Latin America,Consumer,father
1982,73,male,Italy,Europe,Money Management,not inherited
1991,63,female,Nigeria,Sub-Saharan Africa,Energy,not inherited
1958,49,male,Spain,Europe,Non-consumer industrial,father
1968,76,male,United States,North America,Diversified financial,not inherited
1942,95,male,United States,North America,Diversified financial,father
1898,74,male,Germany,Europe,Media,father
1969,68,male,United States,North America,Technology-Computer,not inherited
0,59,male,United States,North America,Real Estate,not inherited
1869,70,male,Ireland,Europe,Consumer,3rd generation
1958,0,male,Spain,Europe,Non-consumer industrial,father
1911,82,male,Spain,Europe,Constrution,not inherited
1841,55,male,Norway,Europe,Other,not inherited
1939,69,female,Sweden,Europe,Diversified financial,father
1935,67,male,United States,North America,Diversified financial,not inherited
1989,65,male,United States,North America,Technology-Computer,not inherited
1948,84,male,Indonesia,East Asia,Diversified financial,not inherited
1969,76,male,United States,North America,Real Estate,not inherited
1720,58,male,China,East Asia,Consumer,not inherited
1920,70,female,Chile,Latin America,Consumer,father
1952,60,male,Greece,Europe,Other,father
1942,78,male,United States,North America,Real Estate,not inherited
1973,69,male,Japan,East Asia,Consumer,not inherited
1973,76,male,Germany,Europe,Consumer,not inherited
1939,65,male,Sweden,Europe,Diversified financial,father
1999,42,male,Israel,Middle East/North Africa,"Retail, Restaurant",not inherited
1978,63,male,United States,North America,Energy,not inherited
1992,62,male,Russia,Europe,Real Estate,not inherited
1933,57,male,United States,North America,Money Management,father
1988,64,male,United States,North America,Money Management,not inherited
1906,65,male,Hong Kong,East Asia,Other,3rd generation
1891,50,male,United States,North America,Consumer,4th generation
1957,0,male,Saudi Arabia,Middle East/North Africa,Money Management,not inherited
1993,59,male,Czech Republic,Europe,Consumer,not inherited
1986,72,male,United States,North America,Media,not inherited
1980,61,male,United States,North America,"Retail, Restaurant",not inherited
1947,90,male,India,South Asia,Consumer,not inherited
1904,83,male,Colombia,Latin America,Consumer,father
1977,62,male,Hong Kong,East Asia,Real Estate,not inherited
1899,78,female,Switzerland,Europe,Consumer,spouse/widow
1969,77,male,United States,North America,Real Estate,not inherited
1948,89,male,Hong Kong,East Asia,Real Estate,not inherited
1949,92,female,Germany,Europe,Consumer,spouse/widow
1938,72,male,Spain,Europe,Diversified financial,father
1979,63,male,United States,North America,Money Management,not inherited
1998,41,male,United States,North America,Consumer,not inherited
1948,73,male,Singapore,East Asia,Diversified financial,father
1981,54,male,Canada,North America,"Retail, Restaurant",not inherited
1996,52,male,Poland,Europe,Money Management,not inherited
1995,45,male,China,East Asia,Consumer,not inherited
1976,67,male,France,Europe,"Retail, Restaurant",not inherited
1990,50,male,China,East Asia,Consumer,father
1896,59,female,Switzerland,Europe,Technology-Medical,father
1980,72,male,Spain,Europe,Real Estate,not inherited
1970,76,male,United States,North America,Real Estate,not inherited
1950,84,male,Egypt,Middle East/North Africa,Constrution,not inherited
1952,60,male,India,South Asia,Technology-Medical,father
1974,62,male,United Kingdom,Europe,Media,not inherited
1983,60,male,United States,North America,Energy,not inherited
1969,72,male,Saudi Arabia,Middle East/North Africa,Diversified financial,not inherited
1976,64,male,Chile,Latin America,Diversified financial,not inherited
1981,67,male,Hong Kong,East Asia,Consumer,not inherited
1981,61,male,Guernsey,Europe,Money Management,not inherited
1980,56,male,United States,North America,"Retail, Restaurant",not inherited
1991,60,male,Singapore,East Asia,Diversified financial,not inherited
1999,54,male,Russia,Europe,Diversified financial,not inherited
1957,49,male,Russia,Europe,Real Estate,not inherited
1958,46,male,Russia,Europe,Real Estate,not inherited
1899,81,male,United States,North America,Money Management,3rd generation
1971,69,male,United States,North America,Diversified financial,not inherited
1995,51,male,China,East Asia,Real Estate,not inherited
1957,88,male,Italy,Europe,"Retail, Restaurant",not inherited
2000,53,male,China,East Asia,Diversified financial,not inherited
1991,81,male,United States,North America,Diversified financial,father
1851,90,male,United States,North America,Consumer,not inherited
1962,81,male,Philippines,East Asia,Money Management,not inherited
1992,52,male,Ukraine,Europe,Money Management,not inherited
1838,77,female,India,South Asia,Media,spouse/widow
1947,69,male,United States,North America,Other,father
1957,52,female,United States,North America,Real Estate,father
1994,65,male,Switzerland,Europe,Energy,not inherited
2000,41,male,China,East Asia,Media,not inherited
1971,71,male,United Kingdom,Europe,Real Estate,not inherited
1968,68,male,Chile,Latin America,Consumer,not inherited
1979,78,male,United States,North America,Diversified financial,not inherited
1991,64,male,Singapore,East Asia,Mining and metals,not inherited
1995,61,male,Italy,Europe,Consumer,not inherited
1945,51,male,Poland,Europe,Diversified financial,not inherited
1957,54,female,United States,North America,Real Estate,father
1927,75,male,United States,North America,Real Estate,father
1968,68,male,Canada,North America,"Retail, Restaurant",not inherited
1925,80,male,United States,North America,Media,not inherited
1906,68,male,United States,North America,Other,3rd generation
2000,48,male,China,East Asia,Media,not inherited
1971,69,male,China,East Asia,Technology-Medical,not inherited
2001,55,male,China,East Asia,Technology-Computer,not inherited
1952,68,male,Egypt,Middle East/North Africa,Diversified financial,father
1999,52,male,Norway,Europe,Hedge funds,not inherited
1978,47,male,Lebanon,Middle East/North Africa,Real Estate,father
1927,81,male,United States,North America,Real Estate,father
1995,56,male,Kazakhstan,South Asia,Mining and metals,not inherited
1998,57,male,Canada,North America,Consumer,not inherited
1995,52,male,United States,North America,Hedge funds,not inherited
1902,74,male,Italy,Europe,"Retail, Restaurant",father
2006,37,male,United States,North America,Technology-Computer,not inherited
1969,86,male,Canada,North America,"Retail, Restaurant",not inherited
2001,60,male,China,East Asia,Technology-Medical,not inherited
1984,57,male,United States,North America,Money Management,not inherited
1994,58,male,Netherlands,Europe,Media,not inherited
1993,48,male,India,South Asia,Media,not inherited
1956,76,male,Australia,North America,Other,not inherited
1978,69,male,Spain,Europe,"Retail, Restaurant",not inherited
1998,53,male,United Kingdom,Europe,Money Management,not inherited
1976,60,male,Switzerland,Europe,Technology-Computer,father
1973,74,male,Ireland,Europe,Non-consumer industrial,not inherited
1955,79,male,Brazil,Latin America,Money Management,not inherited
1979,76,male,United Kingdom,Europe,Real Estate,not inherited
2008,36,male,Japan,East Asia,Technology-Computer,not inherited
1998,46,male,United States,North America,Technology-Computer,not inherited
1939,60,female,Brazil,Latin America,Constrution,father
1939,63,female,Brazil,Latin America,Constrution,father
1960,75,male,United States,North America,Real Estate,not inherited
2002,66,male,United States,North America,Technology-Computer,not inherited
1939,64,female,Brazil,Latin America,Constrution,father
1926,85,female,Turkey,Middle East/North Africa,Diversified financial,3rd generation
1983,53,male,United States,North America,Other,not inherited
1970,75,male,United States,North America,Media,not inherited
1974,49,male,United States,North America,Mining and metals,not inherited
1962,0,male,Singapore,East Asia,Consumer,not inherited
1995,58,male,Russia,Europe,Energy,not inherited
2005,55,male,United States,North America,Energy,not inherited
1952,59,female,Spain,Europe,Constrution,father
1969,71,male,Brazil,Latin America,Consumer,not inherited
1972,80,male,United States,North America,"Retail, Restaurant",not inherited
1857,82,male,Canada,North America,Consumer,father
1980,83,male,Australia,North America,Money Management,not inherited
1969,67,male,Mexico,Latin America,Constrution,not inherited
1919,69,male,United States,North America,Energy,father
1951,49,male,Turkey,Middle East/North Africa,Money Management,father
1926,69,male,United States,North America,Money Management,not inherited
1976,67,female,Spain,Europe,Money Management,spouse/widow
1971,60,male,United States,North America,Consumer,not inherited
1992,51,male,Russia,Europe,Energy,not inherited
1992,51,male,Ukraine,Europe,Money Management,not inherited
1992,54,male,United States,North America,Private equity/leveraged buyout,not inherited
1994,45,male,United States,North America,Technology-Computer,not inherited
1961,82,female,United States,North America,Other,not inherited
1919,57,male,United States,North America,Energy,father
1993,50,male,China,East Asia,Non-consumer industrial,not inherited
1961,0,male,India,South Asia,Technology-Medical,3rd generation
1988,85,male,United States,North America,Technology-Medical,not inherited
1926,83,male,Turkey,Middle East/North Africa,Diversified financial,3rd generation
1989,54,male,Canada,North America,Energy,not inherited
1947,59,male,Singapore,East Asia,Real Estate,father
1975,85,male,Germany,Europe,Money Management,not inherited
1966,73,male,United States,North America,"Retail, Restaurant",not inherited
1987,54,male,Italy,Europe,Consumer,not inherited
1997,57,male,United States,North America,Hedge funds,not inherited
1973,64,male,Indonesia,East Asia,Diversified financial,not inherited
1927,58,female,Germany,Europe,Consumer,3rd generation
1954,0,male,Taiwan,East Asia,Money Management,not inherited
2002,0,male,Japan,East Asia,"Retail, Restaurant",not inherited
1828,63,male,Germany,Europe,"Retail, Restaurant",5th generation or longer
1971,72,male,United States,North America,Other,not inherited
1971,65,male,Hong Kong,East Asia,Real Estate,not inherited
1994,61,male,China,East Asia,Real Estate,not inherited
2005,43,male,China,East Asia,Technology-Computer,not inherited
2008,56,male,China,East Asia,Energy,not inherited
1960,79,male,United States,North America,Real Estate,not inherited
1987,60,male,United States,North America,Private equity/leveraged buyout,not inherited
1992,49,male,Russia,Europe,Money Management,not inherited
1969,83,male,Norway,Europe,"Retail, Restaurant",father
1932,57,male,Indonesia,East Asia,Non-consumer industrial,father
1953,50,male,Switzerland,Europe,Money Management,father
1869,68,male,United States,North America,Consumer,3rd generation
1991,57,male,United States,North America,Consumer,not inherited
1995,58,male,United States,North America,Private equity/leveraged buyout,not inherited
1999,44,male,China,East Asia,Technology-Computer,not inherited
1989,62,male,Sweden,Europe,Diversified financial,not inherited
1948,59,male,Canada,North America,Real Estate,3rd generation
1992,66,male,Mexico,Latin America,Money Management,not inherited
1947,69,female,United States,North America,Non-consumer industrial,father
1984,60,male,China,East Asia,Consumer,not inherited
1946,73,male,United States,North America,Consumer,not inherited
1957,55,male,United States,North America,Real Estate,father
1935,90,male,United States,North America,Real Estate,father
1995,63,male,Ireland,Europe,Money Management,not inherited
1992,45,male,Russia,Europe,Money Management,not inherited
1934,49,male,Russia,Europe,Non-consumer industrial,not inherited
1894,77,male,United States,North America,"Retail, Restaurant",not inherited
1953,81,male,Germany,Europe,"Retail, Restaurant",not inherited
1948,49,female,Australia,North America,Consumer,3rd generation
1983,66,male,Spain,Europe,Constrution,not inherited
1862,47,male,Germany,Europe,Real Estate,4th generation
1904,80,male,United States,North America,Energy,father
1984,54,male,Canada,North America,Other,not inherited
1948,51,female,Australia,North America,Consumer,3rd generation
1995,67,male,United States,North America,Private equity/leveraged buyout,not inherited
1991,54,male,United States,North America,Hedge funds,not inherited
2006,52,male,United States,North America,Technology-Computer,not inherited
1950,88,male,United States,North America,Non-consumer industrial,not inherited
1957,61,male,United States,North America,Real Estate,father
1979,64,male,United States,North America,Real Estate,not inherited
1890,59,male,Mexico,Latin America,Consumer,father
1994,57,male,Hong Kong,East Asia,Real Estate,not inherited
1898,0,male,United States,North America,Constrution,3rd generation
1935,57,female,United States,North America,Technology-Computer,not inherited
1988,52,male,United States,North America,Diversified financial,not inherited
1837,71,male,France,Europe,Consumer,5th generation or longer
1995,52,male,United States,North America,Hedge funds,not inherited
1961,62,male,Hong Kong,East Asia,Real Estate,not inherited
1969,60,male,United States,North America,Consumer,father
1983,77,male,United States,North America,Energy,not inherited
1982,70,male,United States,North America,Money Management,not inherited
1998,51,male,Russia,Europe,Money Management,not inherited
1969,65,male,Singapore,East Asia,Consumer,not inherited
1988,51,male,China,East Asia,"Retail, Restaurant",not inherited
1958,60,male,South Korea,East Asia,Hedge funds,father
1994,46,male,Hong Kong,East Asia,Energy,not inherited
1997,50,male,China,East Asia,Non-consumer industrial,not inherited
1993,61,male,United States,North America,Technology-Computer,not inherited
1962,61,male,Taiwan,East Asia,Money Management,father
1961,60,male,Russia,Europe,Consumer,not inherited
1998,46,male,China,East Asia,Real Estate,not inherited
1969,56,male,United States,North America,Consumer,father
1974,46,male,United Kingdom,Europe,Mining and metals,not inherited
1991,59,male,United States,North America,Technology-Computer,not inherited
1956,84,male,Brazil,Latin America,"Retail, Restaurant",not inherited
1940,89,male,United States,North America,Consumer,not inherited
1948,59,male,South Korea,East Asia,"Retail, Restaurant",father
1992,64,male,China,East Asia,Technology-Medical,not inherited
1871,64,male,Chile,Latin America,Money Management,not inherited
1995,52,male,Russia,Europe,Non-consumer industrial,not inherited
1935,53,male,Russia,Europe,Mining and metals,not inherited
1997,63,male,United States,North America,Technology-Computer,not inherited
1956,73,male,India,South Asia,Real Estate,not inherited
1959,77,male,France,Europe,Consumer,not inherited
1964,87,male,United States,North America,Diversified financial,not inherited
1961,78,male,United States,North America,Real Estate,not inherited
1972,66,female,Brazil,Latin America,Real Estate,not inherited
1988,81,male,Argentina,Latin America,Real Estate,not inherited
1958,85,male,United States,North America,Money Management,not inherited
1958,0,male,Germany,Europe,Consumer,father
2005,56,male,China,East Asia,Media,not inherited
1873,75,male,Netherlands,Europe,Non-consumer industrial,not inherited
1912,71,male,United Kingdom,Europe,Energy,father
1960,76,male,United States,North America,Real Estate,not inherited
1990,70,male,United States,North America,Technology-Medical,not inherited
1894,46,male,United Kingdom,Europe,Media,4th generation
1937,48,male,Russia,Europe,Constrution,not inherited
1949,0,male,Taiwan,East Asia,Non-consumer industrial,father
1988,60,male,Brazil,Latin America,Diversified financial,not inherited
1957,63,male,Brazil,Latin America,"Retail, Restaurant",father
1954,52,male,Russia,Europe,Constrution,not inherited
1948,85,male,Morocco,Middle East/North Africa,Diversified financial,not inherited
2012,50,male,China,East Asia,Technology-Computer,not inherited
1849,85,male,Egypt,Middle East/North Africa,0,not inherited
1957,81,male,United States,North America,"Retail, Restaurant",not inherited
1941,57,female,United States,North America,Technology-Medical,3rd generation
1971,47,male,Hong Kong,East Asia,Media,father
1991,69,male,United States,North America,Technology-Medical,not inherited
1947,83,male,Canada,North America,Real Estate,not inherited
1936,64,male,Brazil,Latin America,Energy,not inherited
1919,71,male,United States,North America,Energy,father
1978,66,male,China,East Asia,Diversified financial,not inherited
1976,63,male,India,South Asia,Media,not inherited
1957,94,male,Saudi Arabia,Middle East/North Africa,Money Management,not inherited
1949,86,male,Taiwan,East Asia,Non-consumer industrial,not inherited
1991,61,male,Taiwan,East Asia,Consumer,not inherited
1991,57,male,Taiwan,East Asia,Consumer,not inherited
1991,59,male,Taiwan,East Asia,Consumer,not inherited
1991,55,male,Taiwan,East Asia,Consumer,not inherited
1852,60,male,Austria,Europe,Other,not inherited
1998,53,male,India,South Asia,Energy,not inherited
1981,55,male,United Kingdom,Europe,Energy,not inherited
1920,60,male,Italy,Europe,"Retail, Restaurant",not inherited
1972,74,male,Germany,Europe,Technology-Computer,not inherited
1998,57,male,United States,North America,Venture Capital,not inherited
1986,50,male,China,East Asia,Consumer,not inherited
1995,50,male,China,East Asia,Technology-Computer,not inherited
1991,73,male,France,Europe,Money Management,not inherited
1990,52,male,Canada,North America,Real Estate,not inherited
1926,75,male,India,South Asia,Consumer,3rd generation
1944,68,male,United States,North America,Technology-Medical,not inherited
1970,55,male,China,East Asia,Technology-Medical,not inherited
1926,72,female,Turkey,Middle East/North Africa,Diversified financial,3rd generation
1986,61,male,Indonesia,East Asia,Diversified financial,not inherited
1998,70,male,Indonesia,East Asia,Diversified financial,not inherited
1998,58,male,Russia,Europe,Real Estate,not inherited
1979,71,male,United States,North America,"Retail, Restaurant",not inherited
1994,54,male,Peru,Latin America,Money Management,not inherited
1969,70,male,Taiwan,East Asia,Real Estate,not inherited
2001,51,male,China,East Asia,Technology-Medical,not inherited
1994,45,female,China,East Asia,Diversified financial,spouse/widow
1990,44,female,Hong Kong,East Asia,Consumer,not inherited
1987,64,male,United States,North America,Media,not inherited
1997,64,male,Macau,East Asia,Real Estate,not inherited
1923,46,female,Kazakhstan,South Asia,Money Management,not inherited
1926,70,female,France,Europe,Media,father
2008,44,male,United States,North America,Technology-Computer,not inherited
1951,47,female,Turkey,Middle East/North Africa,Money Management,father
1968,60,male,United States,North America,Media,father
1993,46,male,Israel,Middle East/North Africa,Technology-Computer,not inherited
1975,72,male,United States,North America,Media,not inherited
1992,56,male,United States,North America,Hedge funds,not inherited
1973,0,male,Germany,Europe,"Retail, Restaurant",not inherited
1962,55,male,United States,North America,Technology-Computer,father
1985,80,male,United States,North America,Technology-Computer,not inherited
1857,77,male,Spain,Europe,Money Management,3rd generation
1957,62,female,United States,North America,Real Estate,father
1989,57,male,United States,North America,Private equity/leveraged buyout,not inherited
1967,65,male,United States,North America,Media,father
1963,70,male,Singapore,East Asia,Energy,not inherited
1957,60,female,United States,North America,Real Estate,father
1985,60,male,China,East Asia,Technology-Medical,not inherited
1987,67,male,Germany,Europe,Technology-Medical,not inherited
1973,58,male,India,South Asia,"Retail, Restaurant",not inherited
1979,64,male,United States,North America,Technology-Medical,not inherited
1993,53,male,Russia,Europe,Money Management,not inherited
1995,55,male,Cyprus,Europe,"Retail, Restaurant",not inherited
1979,60,male,India,South Asia,Constrution,not inherited
1897,62,male,India,South Asia,Consumer,3rd generation
1884,71,male,Mexico,Latin America,Money Management,not inherited
1970,72,male,United States,North America,Consumer,not inherited
1959,91,male,Australia,North America,Real Estate,not inherited
1959,56,male,India,South Asia,Other,not inherited
1925,77,female,United States,North America,Money Management,father
1984,0,male,Switzerland,Europe,Consumer,not inherited
1923,47,male,Kazakhstan,South Asia,Money Management,not inherited
1976,78,male,Malaysia,East Asia,Mining and metals,not inherited
1962,0,male,Taiwan,East Asia,Money Management,father
1998,52,male,China,East Asia,Technology-Medical,not inherited
1952,52,male,Egypt,Middle East/North Africa,Diversified financial,father
1999,52,male,Russia,Europe,Technology-Computer,not inherited
2005,45,male,Hong Kong,East Asia,Non-consumer industrial,not inherited
1994,54,male,China,East Asia,Constrution,not inherited
1980,64,male,Canada,North America,"Retail, Restaurant",not inherited
1979,66,male,United Kingdom,Europe,Consumer,not inherited
1960,66,male,Monaco,Europe,Other,not inherited
1983,72,male,Canada,North America,Money Management,not inherited
1945,67,male,Brazil,Latin America,Money Management,father
1941,79,male,United States,North America,Technology-Medical,not inherited
1964,0,female,United States,North America,"Retail, Restaurant",not inherited
1934,0,female,United States,North America,Consumer,not inherited
1959,0,female,United States,North America,"Retail, Restaurant",not inherited
1999,60,male,Australia,North America,Diversified financial,not inherited
1959,0,male,United States,North America,"Retail, Restaurant",not inherited
1988,73,male,Indonesia,East Asia,Diversified financial,not inherited
1969,80,male,Thailand,East Asia,Real Estate,not inherited
1948,60,male,South Korea,East Asia,"Retail, Restaurant",father
1934,0,male,United States,North America,Consumer,not inherited
1964,0,male,United States,North America,"Retail, Restaurant",not inherited
1994,60,male,Israel,Middle East/North Africa,Mining and metals,not inherited
1994,60,male,Kazakhstan,South Asia,Mining and metals,not inherited
1989,52,male,Russia,Europe,Energy,not inherited
1997,50,male,Russia,Europe,Technology-Computer,not inherited
1930,57,male,Russia,Europe,Constrution,not inherited
1967,62,male,South Korea,East Asia,Consumer,father
1956,79,male,Spain,Europe,"Retail, Restaurant",not inherited
1992,56,male,Russia,Europe,Mining and metals,not inherited
1983,60,male,Australia,North America,Media,not inherited
1999,50,male,China,East Asia,Technology-Computer,not inherited
1993,54,male,China,East Asia,Real Estate,not inherited
1997,43,male,Russia,Europe,Mining and metals,not inherited
1875,59,male,United States,North America,Consumer,not inherited
1993,72,male,Netherlands,Europe,Media,not inherited
1974,68,male,Japan,East Asia,Real Estate,not inherited
1958,73,male,Australia,North America,Media,not inherited
1983,73,male,South Korea,East Asia,Technology-Computer,not inherited
1930,70,female,South Korea,East Asia,"Retail, Restaurant",father
2000,58,male,China,East Asia,Technology-Computer,not inherited
1995,53,male,United States,North America,Hedge funds,not inherited
1991,54,male,Indonesia,East Asia,Mining and metals,not inherited
1981,67,male,India,South Asia,Technology-Computer,not inherited
1994,61,male,Belgium,Europe,Mining and metals,not inherited
1985,87,male,United States,North America,Money Management,not inherited
1924,62,male,Italy,Europe,Consumer,3rd generation
1919,79,male,Netherlands,Europe,Consumer,father
1904,59,male,Germany,Europe,Money Management,father
1994,48,male,China,East Asia,Consumer,not inherited
1981,59,male,United States,North America,Media,not inherited
1978,61,male,Philippines,East Asia,"Retail, Restaurant",not inherited
2000,45,male,China,East Asia,Technology-Medical,not inherited
2007,59,male,China,East Asia,Diversified financial,not inherited
1891,47,male,Germany,Europe,Consumer,4th generation
1891,69,male,Germany,Europe,Consumer,4th generation
1891,67,female,Germany,Europe,Consumer,4th generation
1891,41,male,Germany,Europe,Consumer,4th generation
1891,65,male,Germany,Europe,Consumer,4th generation
1987,55,male,Italy,Europe,Consumer,not inherited
1969,84,male,Switzerland,Europe,Money Management,not inherited
1980,69,male,United States,North America,Technology-Medical,not inherited
1891,35,female,Germany,Europe,Consumer,4th generation
2005,71,male,United States,North America,Diversified financial,not inherited
1891,63,male,Germany,Europe,Consumer,4th generation
1891,73,female,Germany,Europe,Consumer,4th generation
1987,51,male,Italy,Europe,Consumer,not inherited
1930,53,male,Kazakhstan,South Asia,Mining and metals,not inherited
1980,83,male,Indonesia,East Asia,Non-consumer industrial,not inherited
2002,50,male,United Kingdom,Europe,Hedge funds,not inherited
1615,30,male,Germany,Europe,Diversified financial,5th generation or longer
1906,86,male,United States,North America,Constrution,not inherited
1920,48,male,Italy,Europe,Consumer,not inherited
1956,51,male,China,East Asia,Non-consumer industrial,not inherited
2000,38,male,United States,North America,Hedge funds,not inherited
1952,52,male,Spain,Europe,Constrution,father
1996,45,male,United States,North America,Hedge funds,not inherited
2000,46,female,United Kingdom,Europe,Technology-Computer,not inherited
1954,70,male,United States,North America,Money Management,not inherited
1975,62,male,China,East Asia,Consumer,not inherited
1989,76,male,United States,North America,Technology-Computer,not inherited
2005,49,male,China,East Asia,Non-consumer industrial,not inherited
1985,62,male,United States,North America,Money Management,not inherited
1998,43,male,China,East Asia,"Retail, Restaurant",not inherited
1953,54,male,United States,North America,Other,father
1971,62,male,United States,North America,Mining and metals,father
1987,88,male,United States,North America,Other,not inherited
1941,55,male,United States,North America,Technology-Medical,3rd generation
1935,83,female,United States,North America,"Retail, Restaurant",father
1960,78,male,Brazil,Latin America,Money Management,not inherited
1995,44,male,Czech Republic,Europe,Energy,not inherited
1953,53,male,South Korea,East Asia,Media,3rd generation
1992,46,male,China,East Asia,Diversified financial,not inherited
1989,55,male,United States,North America,Hedge funds,not inherited
1980,58,male,India,South Asia,Real Estate,not inherited
1977,71,male,United States,North America,Money Management,not inherited
1957,55,male,Turkey,Middle East/North Africa,Constrution,father
1982,76,male,United States,North America,Money Management,not inherited
1993,45,male,Vietnam,East Asia,Real Estate,not inherited
1978,64,male,United States,North America,Technology-Medical,not inherited
1990,78,male,France,Europe,Mining and metals,not inherited
1992,56,female,Hong Kong,East Asia,Money Management,not inherited
1995,72,male,United States,North America,Non-consumer industrial,not inherited
1989,74,male,United Kingdom,Europe,Mining and metals,not inherited
1963,76,male,United Kingdom,Europe,"Retail, Restaurant",not inherited
1955,65,male,Chile,Latin America,Mining and metals,father
1983,61,male,United States,North America,Technology-Computer,not inherited
1936,81,male,Italy,Europe,Constrution,father
1955,88,male,Canada,North America,Money Management,not inherited
1949,86,male,Taiwan,East Asia,Non-consumer industrial,not inherited
1986,64,male,Thailand,East Asia,Diversified financial,not inherited
1997,63,male,Taiwan,East Asia,Technology-Computer,not inherited
1979,62,male,India,South Asia,Technology-Computer,father
1985,62,male,Malaysia,East Asia,Diversified financial,not inherited
2001,52,male,China,East Asia,Other,not inherited
1996,52,male,China,East Asia,Non-consumer industrial,not inherited
2004,37,male,Japan,East Asia,Technology-Computer,not inherited
1998,69,male,Russia,Europe,Consumer,not inherited
1986,48,male,China,East Asia,"Retail, Restaurant",not inherited
1944,63,female,Turkey,Middle East/North Africa,Consumer,father
1981,60,male,Turkey,Middle East/North Africa,Constrution,not inherited
1889,89,female,Peru,Latin America,Mining and metals,father
1945,58,female,Brazil,Latin America,Other,father
1918,82,male,India,South Asia,Constrution,father
1976,0,male,Brazil,Latin America,Constrution,not inherited
1876,0,male,Germany,Europe,Consumer,father
1970,86,male,United States,North America,Other,not inherited
1889,87,female,Peru,Latin America,Mining and metals,father
1986,56,male,United States,North America,Hedge funds,not inherited
1987,44,male,China,East Asia,"Retail, Restaurant",not inherited
1992,49,male,Russia,Europe,Mining and metals,not inherited
1971,64,male,Brazil,Latin America,Consumer,not inherited
1884,69,male,Mexico,Latin America,Money Management,not inherited
2002,47,male,Russia,Europe,Energy,not inherited
1942,64,male,Turkey,Middle East/North Africa,Technology-Medical,father
1961,86,male,Taiwan,East Asia,Other,not inherited
1999,41,male,China,East Asia,Technology-Computer,not inherited
1965,78,male,Taiwan,East Asia,Real Estate,not inherited
2002,57,male,United States,North America,Energy,not inherited
1880,95,female,Germany,Europe,Consumer,3rd generation
1960,68,male,Monaco,Europe,Other,not inherited
2002,62,male,United States,North America,Energy,not inherited
1942,59,male,Turkey,Middle East/North Africa,Technology-Medical,father
1947,70,male,Italy,Europe,Constrution,not inherited
1949,65,male,United States,North America,Technology-Medical,not inherited
1968,78,male,Argentina,Latin America,Energy,father
1992,48,female,China,East Asia,Constrution,not inherited
1876,80,male,Germany,Europe,Consumer,3rd generation
1990,62,male,Hong Kong,East Asia,Real Estate,not inherited
1981,60,male,United States,North America,"Retail, Restaurant",not inherited
1981,64,male,United States,North America,Consumer,not inherited
1960,79,male,Spain,Europe,Constrution,not inherited
1992,54,male,Venezuela,Latin America,Money Management,not inherited
1947,69,male,South Korea,East Asia,Technology-Computer,father
1995,49,male,China,East Asia,Technology-Medical,not inherited
1952,57,female,Spain,Europe,Constrution,father
1851,72,female,France,Europe,Mining and metals,4th generation
1972,54,male,United States,North America,Venture Capital,not inherited
