,demographics.age,demographics.gender,location.citizenship,location.region,wealth.how.industry,wealth.how.inherited
1725,46,male,Russia,Europe,Real Estate,not inherited
1726,81,male,United States,North America,Financial,inherited
1727,69,male,United States,North America,Financial,not inherited
1728,51,male,China,East Asia,Real Estate,not inherited
1729,88,male,Italy,Europe,"Retail, Restaurant",not inherited
1730,53,male,China,East Asia,Financial,not inherited
1731,81,male,United States,North America,Financial,inherited
1732,90,male,United States,North America,Consumer,not inherited
1733,81,male,Philippines,East Asia,Financial,not inherited
1734,52,male,Ukraine,Europe,Financial,not inherited
1735,77,female,India,South Asia,Media,inherited
1736,69,male,United States,North America,Other,inherited
1737,52,female,United States,North America,Real Estate,inherited
1738,65,male,Switzerland,Europe,Energy,not inherited
1739,41,male,China,East Asia,Media,not inherited
1740,71,male,United Kingdom,Europe,Real Estate,not inherited
1741,68,male,Chile,Latin America,Consumer,not inherited
1742,78,male,United States,North America,Financial,not inherited
1743,64,male,Singapore,East Asia,Construction,not inherited
1744,61,male,Italy,Europe,Consumer,not inherited
1745,51,male,Poland,Europe,Financial,not inherited
1746,54,female,United States,North America,Real Estate,inherited
1747,75,male,United States,North America,Real Estate,inherited
1748,68,male,Canada,North America,"Retail, Restaurant",not inherited
1749,80,male,United States,North America,Media,not inherited
1750,68,male,United States,North America,Other,inherited
1751,48,male,China,East Asia,Media,not inherited
1752,69,male,China,East Asia,Technology,not inherited
1753,55,male,China,East Asia,Technology,not inherited
1754,68,male,Egypt,Middle East/North Africa,Financial,inherited
1755,52,male,Norway,Europe,Financial,not inherited
1756,47,male,Lebanon,Middle East/North Africa,Real Estate,inherited
1757,81,male,United States,North America,Real Estate,inherited
1758,56,male,Kazakhstan,South Asia,Construction,not inherited
1759,57,male,Canada,North America,Consumer,not inherited
1760,52,male,United States,North America,Financial,not inherited
1761,74,male,Italy,Europe,"Retail, Restaurant",inherited
1762,37,male,United States,North America,Technology,not inherited
1763,86,male,Canada,North America,"Retail, Restaurant",not inherited
1764,60,male,China,East Asia,Technology,not inherited
1765,57,male,United States,North America,Financial,not inherited
1766,58,male,Netherlands,Europe,Media,not inherited
1767,48,male,India,South Asia,Media,not inherited
1768,76,male,Australia,North America,Other,not inherited
1769,69,male,Spain,Europe,"Retail, Restaurant",not inherited
1770,53,male,United Kingdom,Europe,Financial,not inherited
1771,60,male,Switzerland,Europe,Technology,inherited
1772,74,male,Ireland,Europe,Construction,not inherited
1773,79,male,Brazil,Latin America,Financial,not inherited
1774,76,male,United Kingdom,Europe,Real Estate,not inherited
1775,36,male,Japan,East Asia,Technology,not inherited
1776,46,male,United States,North America,Technology,not inherited
1777,60,female,Brazil,Latin America,Construction,inherited
1778,63,female,Brazil,Latin America,Construction,inherited
1779,75,male,United States,North America,Real Estate,not inherited
1780,66,male,United States,North America,Technology,not inherited
1781,64,female,Brazil,Latin America,Construction,inherited
1782,85,female,Turkey,Middle East/North Africa,Financial,inherited
1783,53,male,United States,North America,Other,not inherited
1784,75,male,United States,North America,Media,not inherited
1785,49,male,United States,North America,Construction,not inherited
1786,0,male,Singapore,East Asia,Consumer,not inherited
1787,58,male,Russia,Europe,Energy,not inherited
1788,55,male,United States,North America,Energy,not inherited
1789,59,female,Spain,Europe,Construction,inherited
1790,71,male,Brazil,Latin America,Consumer,not inherited
1791,80,male,United States,North America,"Retail, Restaurant",not inherited
1792,82,male,Canada,North America,Consumer,inherited
1793,83,male,Australia,North America,Financial,not inherited
1794,67,male,Mexico,Latin America,Construction,not inherited
1795,69,male,United States,North America,Energy,inherited
1796,49,male,Turkey,Middle East/North Africa,Financial,inherited
1797,69,male,United States,North America,Financial,not inherited
1798,67,female,Spain,Europe,Financial,inherited
1799,60,male,United States,North America,Consumer,not inherited
1800,51,male,Russia,Europe,Energy,not inherited
1801,51,male,Ukraine,Europe,Financial,not inherited
1802,54,male,United States,North America,Financial,not inherited
1803,45,male,United States,North America,Technology,not inherited
1804,82,female,United States,North America,Other,not inherited
1805,57,male,United States,North America,Energy,inherited
1806,50,male,China,East Asia,Construction,not inherited
1807,0,male,India,South Asia,Technology,inherited
1808,85,male,United States,North America,Technology,not inherited
1809,83,male,Turkey,Middle East/North Africa,Financial,inherited
1810,54,male,Canada,North America,Energy,not inherited
1811,59,male,Singapore,East Asia,Real Estate,inherited
1812,85,male,Germany,Europe,Financial,not inherited
1813,73,male,United States,North America,"Retail, Restaurant",not inherited
1814,54,male,Italy,Europe,Consumer,not inherited
1815,57,male,United States,North America,Financial,not inherited
1816,64,male,Indonesia,East Asia,Financial,not inherited
1817,58,female,Germany,Europe,Consumer,inherited
1818,0,male,Taiwan,East Asia,Financial,not inherited
1819,0,male,Japan,East Asia,"Retail, Restaurant",not inherited
1820,63,male,Germany,Europe,"Retail, Restaurant",inherited
1821,72,male,United States,North America,Other,not inherited
1822,65,male,Hong Kong,East Asia,Real Estate,not inherited
1823,61,male,China,East Asia,Real Estate,not inherited
1824,43,male,China,East Asia,Technology,not inherited
1825,56,male,China,East Asia,Energy,not inherited
1826,79,male,United States,North America,Real Estate,not inherited
1827,60,male,United States,North America,Financial,not inherited
1828,49,male,Russia,Europe,Financial,not inherited
1829,83,male,Norway,Europe,"Retail, Restaurant",inherited
1830,57,male,Indonesia,East Asia,Construction,inherited
1831,50,male,Switzerland,Europe,Financial,inherited
1832,68,male,United States,North America,Consumer,inherited
1833,57,male,United States,North America,Consumer,not inherited
1834,58,male,United States,North America,Financial,not inherited
1835,44,male,China,East Asia,Technology,not inherited
1836,62,male,Sweden,Europe,Financial,not inherited
1837,59,male,Canada,North America,Real Estate,inherited
1838,66,male,Mexico,Latin America,Financial,not inherited
1839,69,female,United States,North America,Construction,inherited
1840,60,male,China,East Asia,Consumer,not inherited
1841,73,male,United States,North America,Consumer,not inherited
1842,55,male,United States,North America,Real Estate,inherited
1843,90,male,United States,North America,Real Estate,inherited
1844,63,male,Ireland,Europe,Financial,not inherited
1845,45,male,Russia,Europe,Financial,not inherited
1846,49,male,Russia,Europe,Construction,not inherited
1847,77,male,United States,North America,"Retail, Restaurant",not inherited
1848,81,male,Germany,Europe,"Retail, Restaurant",not inherited
1849,49,female,Australia,North America,Consumer,inherited
1850,66,male,Spain,Europe,Construction,not inherited
1851,47,male,Germany,Europe,Real Estate,inherited
1852,80,male,United States,North America,Energy,inherited
1853,54,male,Canada,North America,Other,not inherited
1854,51,female,Australia,North America,Consumer,inherited
1855,67,male,United States,North America,Financial,not inherited
1856,54,male,United States,North America,Financial,not inherited
1857,52,male,United States,North America,Technology,not inherited
1858,88,male,United States,North America,Construction,not inherited
1859,61,male,United States,North America,Real Estate,inherited
1860,64,male,United States,North America,Real Estate,not inherited
1861,59,male,Mexico,Latin America,Consumer,inherited
1862,57,male,Hong Kong,East Asia,Real Estate,not inherited
1863,0,male,United States,North America,Construction,inherited
1864,57,female,United States,North America,Technology,not inherited
1865,52,male,United States,North America,Financial,not inherited
1866,71,male,France,Europe,Consumer,inherited
1867,52,male,United States,North America,Financial,not inherited
1868,62,male,Hong Kong,East Asia,Real Estate,not inherited
1869,60,male,United States,North America,Consumer,inherited
1870,77,male,United States,North America,Energy,not inherited
1871,70,male,United States,North America,Financial,not inherited
1872,51,male,Russia,Europe,Financial,not inherited
1873,65,male,Singapore,East Asia,Consumer,not inherited
1874,51,male,China,East Asia,"Retail, Restaurant",not inherited
1875,60,male,South Korea,East Asia,Financial,inherited
1876,46,male,Hong Kong,East Asia,Energy,not inherited
1877,50,male,China,East Asia,Construction,not inherited
1878,61,male,United States,North America,Technology,not inherited
1879,61,male,Taiwan,East Asia,Financial,inherited
1880,60,male,Russia,Europe,Consumer,not inherited
1881,46,male,China,East Asia,Real Estate,not inherited
1882,56,male,United States,North America,Consumer,inherited
1883,46,male,United Kingdom,Europe,Construction,not inherited
1884,59,male,United States,North America,Technology,not inherited
1885,84,male,Brazil,Latin America,"Retail, Restaurant",not inherited
1886,89,male,United States,North America,Consumer,not inherited
1887,59,male,South Korea,East Asia,"Retail, Restaurant",inherited
1888,64,male,China,East Asia,Technology,not inherited
1889,64,male,Chile,Latin America,Financial,not inherited
1890,52,male,Russia,Europe,Construction,not inherited
1891,53,male,Russia,Europe,Construction,not inherited
1892,63,male,United States,North America,Technology,not inherited
1893,73,male,India,South Asia,Real Estate,not inherited
1894,77,male,France,Europe,Consumer,not inherited
1895,87,male,United States,North America,Financial,not inherited
1896,78,male,United States,North America,Real Estate,not inherited
1897,66,female,Brazil,Latin America,Real Estate,not inherited
1898,81,male,Argentina,Latin America,Real Estate,not inherited
1899,85,male,United States,North America,Financial,not inherited
1900,0,male,Germany,Europe,Consumer,inherited
1901,56,male,China,East Asia,Media,not inherited
1902,75,male,Netherlands,Europe,Construction,not inherited
1903,71,male,United Kingdom,Europe,Energy,inherited
1904,76,male,United States,North America,Real Estate,not inherited
1905,70,male,United States,North America,Technology,not inherited
1906,46,male,United Kingdom,Europe,Media,inherited
1907,48,male,Russia,Europe,Construction,not inherited
1908,0,male,Taiwan,East Asia,Construction,inherited
1909,60,male,Brazil,Latin America,Financial,not inherited
1910,63,male,Brazil,Latin America,"Retail, Restaurant",inherited
1911,52,male,Russia,Europe,Construction,not inherited
1912,85,male,Morocco,Middle East/North Africa,Financial,not inherited
1913,50,male,China,East Asia,Technology,not inherited
1914,85,male,Egypt,Middle East/North Africa,Other,not inherited
1915,81,male,United States,North America,"Retail, Restaurant",not inherited
1916,57,female,United States,North America,Technology,inherited
1917,47,male,Hong Kong,East Asia,Media,inherited
1918,69,male,United States,North America,Technology,not inherited
1919,83,male,Canada,North America,Real Estate,not inherited
1920,64,male,Brazil,Latin America,Energy,not inherited
1921,71,male,United States,North America,Energy,inherited
1922,66,male,China,East Asia,Financial,not inherited
1923,63,male,India,South Asia,Media,not inherited
1924,94,male,Saudi Arabia,Middle East/North Africa,Financial,not inherited
1925,86,male,Taiwan,East Asia,Construction,not inherited
1926,61,male,Taiwan,East Asia,Consumer,not inherited
1927,57,male,Taiwan,East Asia,Consumer,not inherited
1928,59,male,Taiwan,East Asia,Consumer,not inherited
1929,55,male,Taiwan,East Asia,Consumer,not inherited
1930,60,male,Austria,Europe,Other,not inherited
1931,53,male,India,South Asia,Energy,not inherited
1932,55,male,United Kingdom,Europe,Energy,not inherited
1933,60,male,Italy,Europe,"Retail, Restaurant",not inherited
1934,74,male,Germany,Europe,Technology,not inherited
1935,57,male,United States,North America,Financial,not inherited
1936,50,male,China,East Asia,Consumer,not inherited
1937,50,male,China,East Asia,Technology,not inherited
1938,73,male,France,Europe,Financial,not inherited
1939,52,male,Canada,North America,Real Estate,not inherited
1940,75,male,India,South Asia,Consumer,inherited
1941,68,male,United States,North America,Technology,not inherited
1942,55,male,China,East Asia,Technology,not inherited
1943,72,female,Turkey,Middle East/North Africa,Financial,inherited
1944,61,male,Indonesia,East Asia,Financial,not inherited
1945,70,male,Indonesia,East Asia,Financial,not inherited
1946,58,male,Russia,Europe,Real Estate,not inherited
1947,71,male,United States,North America,"Retail, Restaurant",not inherited
1948,54,male,Peru,Latin America,Financial,not inherited
1949,70,male,Taiwan,East Asia,Real Estate,not inherited
1950,51,male,China,East Asia,Technology,not inherited
1951,45,female,China,East Asia,Financial,inherited
1952,44,female,Hong Kong,East Asia,Consumer,not inherited
1953,64,male,United States,North America,Media,not inherited
1954,64,male,Macau,East Asia,Real Estate,not inherited
1955,46,female,Kazakhstan,South Asia,Financial,not inherited
1956,70,female,France,Europe,Media,inherited
1957,44,male,United States,North America,Technology,not inherited
1958,47,female,Turkey,Middle East/North Africa,Financial,inherited
1959,60,male,United States,North America,Media,inherited
1960,46,male,Israel,Middle East/North Africa,Technology,not inherited
1961,72,male,United States,North America,Media,not inherited
1962,56,male,United States,North America,Financial,not inherited
1963,0,male,Germany,Europe,"Retail, Restaurant",not inherited
1964,55,male,United States,North America,Technology,inherited
1965,80,male,United States,North America,Technology,not inherited
1966,77,male,Spain,Europe,Financial,inherited
1967,62,female,United States,North America,Real Estate,inherited
1968,57,male,United States,North America,Financial,not inherited
1969,65,male,United States,North America,Media,inherited
1970,70,male,Singapore,East Asia,Energy,not inherited
1971,60,female,United States,North America,Real Estate,inherited
1972,60,male,China,East Asia,Technology,not inherited
1973,67,male,Germany,Europe,Technology,not inherited
1974,58,male,India,South Asia,"Retail, Restaurant",not inherited
1975,64,male,United States,North America,Technology,not inherited
1976,53,male,Russia,Europe,Financial,not inherited
1977,55,male,Cyprus,Europe,"Retail, Restaurant",not inherited
1978,60,male,India,South Asia,Construction,not inherited
1979,62,male,India,South Asia,Consumer,inherited
1980,71,male,Mexico,Latin America,Financial,not inherited
1981,72,male,United States,North America,Consumer,not inherited
1982,91,male,Australia,North America,Real Estate,not inherited
1983,56,male,India,South Asia,Other,not inherited
1984,77,female,United States,North America,Financial,inherited
1985,0,male,Switzerland,Europe,Consumer,not inherited
1986,47,male,Kazakhstan,South Asia,Financial,not inherited
1987,78,male,Malaysia,East Asia,Construction,not inherited
1988,0,male,Taiwan,East Asia,Financial,inherited
1989,52,male,China,East Asia,Technology,not inherited
1990,52,male,Egypt,Middle East/North Africa,Financial,inherited
1991,52,male,Russia,Europe,Technology,not inherited
1992,45,male,Hong Kong,East Asia,Construction,not inherited
1993,54,male,China,East Asia,Construction,not inherited
1994,64,male,Canada,North America,"Retail, Restaurant",not inherited
1995,66,male,United Kingdom,Europe,Consumer,not inherited
1996,66,male,Monaco,Europe,Other,not inherited
1997,72,male,Canada,North America,Financial,not inherited
1998,67,male,Brazil,Latin America,Financial,inherited
1999,79,male,United States,North America,Technology,not inherited
2000,0,female,United States,North America,"Retail, Restaurant",not inherited
2001,0,female,United States,North America,Consumer,not inherited
2002,0,female,United States,North America,"Retail, Restaurant",not inherited
2003,60,male,Australia,North America,Financial,not inherited
2004,0,male,United States,North America,"Retail, Restaurant",not inherited
2005,73,male,Indonesia,East Asia,Financial,not inherited
2006,80,male,Thailand,East Asia,Real Estate,not inherited
2007,60,male,South Korea,East Asia,"Retail, Restaurant",inherited
2008,0,male,United States,North America,Consumer,not inherited
2009,0,male,United States,North America,"Retail, Restaurant",not inherited
2010,60,male,Israel,Middle East/North Africa,Construction,not inherited
2011,60,male,Kazakhstan,South Asia,Construction,not inherited
2012,52,male,Russia,Europe,Energy,not inherited
2013,50,male,Russia,Europe,Technology,not inherited
2014,57,male,Russia,Europe,Construction,not inherited
2015,62,male,South Korea,East Asia,Consumer,inherited
2016,79,male,Spain,Europe,"Retail, Restaurant",not inherited
2017,56,male,Russia,Europe,Construction,not inherited
2018,60,male,Australia,North America,Media,not inherited
2019,50,male,China,East Asia,Technology,not inherited
2020,54,male,China,East Asia,Real Estate,not inherited
2021,43,male,Russia,Europe,Construction,not inherited
2022,59,male,United States,North America,Consumer,not inherited
2023,72,male,Netherlands,Europe,Media,not inherited
2024,68,male,Japan,East Asia,Real Estate,not inherited
2025,73,male,Australia,North America,Media,not inherited
2026,73,male,South Korea,East Asia,Technology,not inherited
2027,70,female,South Korea,East Asia,"Retail, Restaurant",inherited
2028,58,male,China,East Asia,Technology,not inherited
2029,53,male,United States,North America,Financial,not inherited
2030,54,male,Indonesia,East Asia,Construction,not inherited
2031,67,male,India,South Asia,Technology,not inherited
2032,61,male,Belgium,Europe,Construction,not inherited
2033,87,male,United States,North America,Financial,not inherited
2034,62,male,Italy,Europe,Consumer,inherited
2035,79,male,Netherlands,Europe,Consumer,inherited
2036,59,male,Germany,Europe,Financial,inherited
2037,48,male,China,East Asia,Consumer,not inherited
2038,59,male,United States,North America,Media,not inherited
2039,61,male,Philippines,East Asia,"Retail, Restaurant",not inherited
2040,45,male,China,East Asia,Technology,not inherited
2041,59,male,China,East Asia,Financial,not inherited
2042,47,male,Germany,Europe,Consumer,inherited
2043,69,male,Germany,Europe,Consumer,inherited
2044,67,female,Germany,Europe,Consumer,inherited
2045,41,male,Germany,Europe,Consumer,inherited
2046,65,male,Germany,Europe,Consumer,inherited
2047,55,male,Italy,Europe,Consumer,not inherited
2048,84,male,Switzerland,Europe,Financial,not inherited
2049,69,male,United States,North America,Technology,not inherited
2050,35,female,Germany,Europe,Consumer,inherited
2051,71,male,United States,North America,Financial,not inherited
2052,63,male,Germany,Europe,Consumer,inherited
2053,73,female,Germany,Europe,Consumer,inherited
2054,51,male,Italy,Europe,Consumer,not inherited
2055,53,male,Kazakhstan,South Asia,Construction,not inherited
2056,83,male,Indonesia,East Asia,Construction,not inherited
2057,50,male,United Kingdom,Europe,Financial,not inherited
2058,30,male,Germany,Europe,Financial,inherited
2059,86,male,United States,North America,Construction,not inherited
2060,48,male,Italy,Europe,Consumer,not inherited
2061,51,male,China,East Asia,Construction,not inherited
2062,38,male,United States,North America,Financial,not inherited
2063,52,male,Spain,Europe,Construction,inherited
2064,45,male,United States,North America,Financial,not inherited
2065,46,female,United Kingdom,Europe,Technology,not inherited
2066,70,male,United States,North America,Financial,not inherited
2067,62,male,China,East Asia,Consumer,not inherited
2068,76,male,United States,North America,Technology,not inherited
2069,49,male,China,East Asia,Construction,not inherited
2070,62,male,United States,North America,Financial,not inherited
2071,43,male,China,East Asia,"Retail, Restaurant",not inherited
2072,54,male,United States,North America,Other,inherited
2073,62,male,United States,North America,Construction,inherited
2074,88,male,United States,North America,Other,not inherited
2075,55,male,United States,North America,Technology,inherited
2076,83,female,United States,North America,"Retail, Restaurant",inherited
2077,78,male,Brazil,Latin America,Financial,not inherited
2078,44,male,Czech Republic,Europe,Energy,not inherited
2079,53,male,South Korea,East Asia,Media,inherited
2080,46,male,China,East Asia,Financial,not inherited
2081,55,male,United States,North America,Financial,not inherited
2082,58,male,India,South Asia,Real Estate,not inherited
2083,71,male,United States,North America,Financial,not inherited
2084,55,male,Turkey,Middle East/North Africa,Construction,inherited
2085,76,male,United States,North America,Financial,not inherited
2086,45,male,Vietnam,East Asia,Real Estate,not inherited
2087,64,male,United States,North America,Technology,not inherited
2088,78,male,France,Europe,Construction,not inherited
2089,56,female,Hong Kong,East Asia,Financial,not inherited
2090,72,male,United States,North America,Construction,not inherited
2091,74,male,United Kingdom,Europe,Construction,not inherited
2092,76,male,United Kingdom,Europe,"Retail, Restaurant",not inherited
2093,65,male,Chile,Latin America,Construction,inherited
2094,61,male,United States,North America,Technology,not inherited
2095,81,male,Italy,Europe,Construction,inherited
2096,88,male,Canada,North America,Financial,not inherited
2097,86,male,Taiwan,East Asia,Construction,not inherited
2098,64,male,Thailand,East Asia,Financial,not inherited
2099,63,male,Taiwan,East Asia,Technology,not inherited
2100,62,male,India,South Asia,Technology,inherited
2101,62,male,Malaysia,East Asia,Financial,not inherited
2102,52,male,China,East Asia,Other,not inherited
2103,52,male,China,East Asia,Construction,not inherited
2104,37,male,Japan,East Asia,Technology,not inherited
2105,69,male,Russia,Europe,Consumer,not inherited
2106,48,male,China,East Asia,"Retail, Restaurant",not inherited
2107,63,female,Turkey,Middle East/North Africa,Consumer,inherited
2108,60,male,Turkey,Middle East/North Africa,Construction,not inherited
2109,89,female,Peru,Latin America,Construction,inherited
2110,58,female,Brazil,Latin America,Other,inherited
2111,82,male,India,South Asia,Construction,inherited
2112,0,male,Brazil,Latin America,Construction,not inherited
2113,0,male,Germany,Europe,Consumer,inherited
2114,86,male,United States,North America,Other,not inherited
2115,87,female,Peru,Latin America,Construction,inherited
2116,56,male,United States,North America,Financial,not inherited
2117,44,male,China,East Asia,"Retail, Restaurant",not inherited
2118,49,male,Russia,Europe,Construction,not inherited
2119,64,male,Brazil,Latin America,Consumer,not inherited
2120,69,male,Mexico,Latin America,Financial,not inherited
2121,47,male,Russia,Europe,Energy,not inherited
2122,64,male,Turkey,Middle East/North Africa,Technology,inherited
2123,86,male,Taiwan,East Asia,Other,not inherited
2124,41,male,China,East Asia,Technology,not inherited
2125,78,male,Taiwan,East Asia,Real Estate,not inherited
2126,57,male,United States,North America,Energy,not inherited
2127,95,female,Germany,Europe,Consumer,inherited
2128,68,male,Monaco,Europe,Other,not inherited
2129,62,male,United States,North America,Energy,not inherited
2130,59,male,Turkey,Middle East/North Africa,Technology,inherited
2131,70,male,Italy,Europe,Construction,not inherited
2132,65,male,United States,North America,Technology,not inherited
2133,78,male,Argentina,Latin America,Energy,inherited
2134,48,female,China,East Asia,Construction,not inherited
2135,80,male,Germany,Europe,Consumer,inherited
2136,62,male,Hong Kong,East Asia,Real Estate,not inherited
2137,60,male,United States,North America,"Retail, Restaurant",not inherited
2138,64,male,United States,North America,Consumer,not inherited
2139,79,male,Spain,Europe,Construction,not inherited
2140,54,male,Venezuela,Latin America,Financial,not inherited
2141,69,male,South Korea,East Asia,Technology,inherited
2142,49,male,China,East Asia,Technology,not inherited
2143,57,female,Spain,Europe,Construction,inherited
2144,72,female,France,Europe,Construction,inherited
2145,54,male,United States,North America,Financial,not inherited
2146,68,male,Italy,Europe,Energy,inherited
2147,69,male,Turkey,Middle East/North Africa,Media,not inherited
2148,66,male,Turkey,Middle East/North Africa,Construction,not inherited
2149,74,female,France,Europe,Construction,inherited
2150,62,male,India,South Asia,Technology,not inherited
2151,69,male,United States,North America,Financial,not inherited
2152,59,male,India,South Asia,Consumer,not inherited
2153,66,male,United States,North America,Consumer,not inherited
2154,61,male,Philippines,East Asia,Energy,inherited
2155,43,male,Lebanon,Middle East/North Africa,Construction,inherited
2156,58,male,India,South Asia,Technology,not inherited
2157,66,male,Brazil,Latin America,Construction,inherited
2158,69,male,United States,North America,Financial,not inherited
2159,86,male,United States,North America,Other,not inherited
2160,50,male,Ukraine,Europe,Construction,not inherited
2161,56,male,Thailand,East Asia,"Retail, Restaurant",not inherited
2162,81,male,Brazil,Latin America,Construction,not inherited
2163,59,male,United States,North America,Financial,not inherited
2164,48,male,China,East Asia,Construction,not inherited
2165,45,male,Ukraine,Europe,Consumer,not inherited
2166,49,male,China,East Asia,Financial,not inherited
2167,58,male,India,South Asia,Technology,not inherited
2168,79,male,Spain,Europe,"Retail, Restaurant",inherited
2169,81,male,United States,North America,Financial,inherited
2170,56,male,Russia,Europe,"Retail, Restaurant",not inherited
2171,47,male,United States,North America,Financial,not inherited
2172,86,female,United States,North America,Financial,inherited
2173,55,male,China,East Asia,Financial,not inherited
2174,84,male,United States,North America,Media,not inherited
2175,68,male,Belgium,Europe,"Retail, Restaurant",inherited
2176,68,male,Spain,Europe,Financial,not inherited
2177,61,male,Russia,Europe,Consumer,not inherited
2178,53,male,Morocco,Middle East/North Africa,Energy,inherited
2179,86,male,United States,North America,Real Estate,not inherited
2180,43,male,China,East Asia,Construction,not inherited
2181,56,male,United States,North America,Construction,not inherited
2182,71,male,United States,North America,Consumer,inherited
2183,82,male,France,Europe,Construction,not inherited
2184,75,male,United States,North America,Real Estate,not inherited
2185,45,male,Russia,Europe,Real Estate,not inherited
2186,45,male,Russia,Europe,Construction,not inherited
2187,77,male,United States,North America,Media,not inherited
2188,66,female,Netherlands,Europe,"Retail, Restaurant",inherited
2189,58,male,Russia,Europe,Energy,not inherited
2190,78,male,Italy,Europe,Construction,inherited
2191,77,male,Italy,Europe,Energy,inherited
2192,47,male,Russia,Europe,Media,not inherited
2193,42,male,Turkey,Middle East/North Africa,Consumer,not inherited
2194,68,female,South Korea,East Asia,Technology,inherited
2195,72,male,United States,North America,Financial,not inherited
2196,69,male,United States,North America,Technology,not inherited
2197,61,male,Brazil,Latin America,Consumer,not inherited
2198,44,male,United States,North America,Other,not inherited
2199,73,male,Japan,East Asia,"Retail, Restaurant",not inherited
2200,44,male,United States,North America,Financial,not inherited
2201,61,female,China,East Asia,Technology,not inherited
2202,90,male,Australia,North America,Consumer,not inherited
2203,76,female,Brazil,Latin America,Financial,inherited
2204,63,male,Chile,Latin America,Financial,inherited
2205,48,male,Israel,Middle East/North Africa,Technology,not inherited
2206,81,male,Mexico,Latin America,Consumer,not inherited
2207,68,male,United Kingdom,Europe,Other,not inherited
2208,82,male,France,Europe,"Retail, Restaurant",not inherited
2209,58,male,India,South Asia,Technology,not inherited
2210,70,male,United States,North America,Real Estate,inherited
2211,73,male,Italy,Europe,Consumer,inherited
2212,46,male,Russia,Europe,Financial,not inherited
2213,76,male,Italy,Europe,Consumer,inherited
2214,63,male,Canada,North America,Construction,not inherited
2215,69,male,Germany,Europe,"Retail, Restaurant",not inherited
2216,51,male,Norway,Europe,Real Estate,not inherited
2217,64,male,Russia,Europe,Consumer,not inherited
2218,42,male,Czech Republic,Europe,Real Estate,not inherited
2219,41,male,India,South Asia,Other,inherited
2220,52,male,Italy,Europe,Consumer,not inherited
2221,55,male,United States,North America,Financial,not inherited
2222,70,male,United States,North America,Consumer,inherited
2223,46,male,Russia,Europe,Financial,not inherited
2224,78,male,Israel,Middle East/North Africa,Financial,not inherited
2225,64,male,Japan,East Asia,"Retail, Restaurant",not inherited
2226,53,male,United States,North America,Media,not inherited
2227,55,male,Germany,Europe,Construction,not inherited
2228,64,male,Russia,Europe,Consumer,not inherited
2229,41,male,China,East Asia,Media,not inherited
2230,44,male,China,East Asia,Energy,not inherited
2231,57,male,Hong Kong,East Asia,Real Estate,not inherited
2232,73,female,Japan,East Asia,Construction,inherited
2233,62,male,Russia,Europe,Financial,not inherited
2234,0,male,United States,North America,"Retail, Restaurant",not inherited
2235,78,female,United States,North America,"Retail, Restaurant",inherited
2236,29,male,Germany,Europe,Consumer,inherited
2237,56,male,United States,North America,Financial,not inherited
2238,39,male,United States,North America,Media,not inherited
2239,71,male,Japan,East Asia,Real Estate,not inherited
2240,64,male,Thailand,East Asia,Real Estate,not inherited
2241,58,female,South Korea,East Asia,Media,inherited
2242,50,male,China,East Asia,Financial,not inherited
2243,43,male,United States,North America,Technology,not inherited
2244,49,male,Russia,Europe,Media,not inherited
2245,59,female,Chile,Latin America,Construction,inherited
2246,56,male,United States,North America,Energy,not inherited
2247,0,female,United States,North America,"Retail, Restaurant",not inherited
2248,77,male,United States,North America,Consumer,not inherited
2249,88,male,United States,North America,Consumer,inherited
2250,70,male,Japan,East Asia,"Retail, Restaurant",not inherited
2251,66,male,France,Europe,Real Estate,not inherited
2252,76,male,South Africa,Sub-Saharan Africa,Other,not inherited
2253,64,male,Hong Kong,East Asia,Technology,not inherited
2254,42,male,Russia,Europe,Construction,not inherited
2255,48,male,United States,North America,Technology,not inherited
2256,67,male,United States,North America,Real Estate,not inherited
2257,65,male,India,South Asia,Other,inherited
2258,78,male,Taiwan,East Asia,Technology,not inherited
2259,80,male,United States,North America,"Retail, Restaurant",inherited
2260,60,male,Italy,Europe,Consumer,not inherited
2261,67,male,United States,North America,Financial,not inherited
2262,67,male,Brazil,Latin America,Real Estate,not inherited
2263,66,male,United States,North America,Technology,not inherited
2264,66,male,United States,North America,Media,not inherited
2265,71,female,United States,North America,Consumer,inherited
2266,48,male,China,East Asia,Real Estate,not inherited
2267,54,male,China,East Asia,Real Estate,not inherited
2268,82,male,Indonesia,East Asia,Real Estate,not inherited
2269,68,male,United States,North America,Financial,not inherited
2270,73,male,United Kingdom,Europe,"Retail, Restaurant",inherited
2271,71,male,South Africa,Sub-Saharan Africa,Construction,inherited
2272,44,male,China,East Asia,Construction,not inherited
2273,59,male,United States,North America,"Retail, Restaurant",inherited
2274,85,male,Brazil,Latin America,Construction,not inherited
2275,70,male,Brazil,Latin America,Real Estate,not inherited
2276,0,male,Kuwait,Middle East/North Africa,Financial,inherited
2277,52,male,United States,North America,Real Estate,not inherited
2278,81,male,Canada,North America,Consumer,not inherited
2279,92,male,United States,North America,Financial,not inherited
2280,70,male,Austria,Europe,Consumer,inherited
2281,54,male,United States,North America,Technology,not inherited
2282,77,male,France,Europe,Other,not inherited
2283,68,male,United States,North America,Technology,not inherited
2284,0,male,Kuwait,Middle East/North Africa,Financial,inherited
2285,50,male,China,East Asia,Real Estate,not inherited
